date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
29/04/2017 02:00;267.7297;154.7907;62.1;67.222;9.93;66.07;PR
29/04/2017 02:30;348.878;235.2417;91.6387;105.7413;9.77;69.17;PR
29/04/2017 11:30;897.5211;711.8071;391.5564;363.5754;21.07;35.32;PR
29/04/2017 12:00;809.048;668.561;371.615;355.1463;21.5;36.57;PR
29/04/2017 12:30;839.798;674.2483;382.947;352.716;22.03;36.8;PR
29/04/2017 13:00;804.261;674.0867;368.2463;349.118;21.43;36.87;PR
29/04/2017 13:30;904.856;717.6233;390.6583;378.8927;19.87;38.53;PR
29/04/2017 14:00;858.3657;684.704;367.0563;359.4137;20.7;39.07;PR
29/04/2017 14:30;900.361;724.6127;414.6533;388.8327;19.53;40.8;PR
29/04/2017 15:00;866.078;691.4767;384.6283;375.3433;19.7;41.87;PR
29/04/2017 15:30;879.549;697.3357;413.683;387.4117;17.63;44.43;PR
29/04/2017 16:00;862.8977;675.551;389.4977;371.8543;16.43;47.63;PR
29/04/2017 16:30;867.3997;680.3647;391.4573;375.0127;17.0;47.93;PR
29/04/2017 17:30;837.0492;653.7292;369.145;355.6792;16.0;49.0;PR
29/04/2017 18:00;820.8353;652.54;370.5053;353.8497;16.0;48.67;PR
29/04/2017 18:30;825.4687;634.27;337.539;333.51;15.83;48.0;PR
29/04/2017 19:00;810.305;618.544;322.4437;323.458;15.0;48.47;PR
29/04/2017 19:30;781.2613;598.9163;306.228;308.007;15.0;49.2;PR
29/04/2017 20:00;785.6543;610.6943;322.06;320.3587;15.0;50.0;PR
29/04/2017 20:30;820.896;633.6973;347.6353;344.7073;15.0;50.73;PR
29/04/2017 21:00;762.74;606.0567;332.644;318.3793;15.0;51.0;PR
29/04/2017 21:30;685.45;538.3433;283.0963;278.6063;15.0;52.3;PR
29/04/2017 22:00;729.7483;571.969;310.1977;309.8743;15.0;53.27;PR
29/04/2017 22:30;802.2263;621.9297;377.9713;357.965;15.0;54.0;PR
29/04/2017 23:00;761.0847;587.8693;339.1217;330.1157;14.9;54.97;PR
29/04/2017 23:30;806.89;625.4723;370.168;353.759;14.87;56.13;PR
30/04/2017 00:00;808.6217;632.549;377.5;365.2187;15.0;56.47;PR
30/04/2017 00:30;804.2677;629.422;378.4303;363.1637;15.0;57.0;PR
30/04/2017 01:30;738.3221;589.4407;328.39;326.1736;15.0;57.0;PR
30/04/2017 02:00;652.641;522.481;268.422;276.7937;15.0;57.2;PR
30/04/2017 02:30;627.6067;488.261;262.147;270.8117;15.0;61.33;PR
30/04/2017 03:00;576.0077;454.2243;256.3253;267.0243;15.0;65.13;PR
30/04/2017 03:30;545.6497;421.2163;237.7083;246.1887;14.57;69.07;PR
30/04/2017 04:00;562.255;433.6123;249.5247;256.523;15.0;69.0;PR
30/04/2017 04:30;589.8677;456.8783;282.3533;277.62;15.0;69.0;PR
30/04/2017 05:00;605.6127;468.362;267.9687;262.1343;15.0;68.4;PR
30/04/2017 05:30;563.0787;437.299;266.6747;261.098;15.0;68.73;PR
30/04/2017 06:00;567.9013;434.8803;280.1193;275.4773;15.0;70.3;PR
30/04/2017 06:30;539.2193;414.3377;274.7833;270.276;15.0;74.67;PR
30/04/2017 07:00;527.0113;406.2883;277.0207;264.3497;15.0;78.53;PR
30/04/2017 07:30;539.7683;415.941;292.5007;277.0147;15.37;81.8;PR
30/04/2017 08:00;540.8203;394.3137;259.4553;265.1697;15.87;83.97;PR
30/04/2017 08:30;512.2207;384.2843;259.0943;255.9603;16.03;84.97;PR
30/04/2017 09:00;476.269;367.0117;267.579;255.9803;19.97;74.87;PR
30/04/2017 09:30;516.5197;405.6003;266.8233;269.758;19.57;67.0;PR
30/04/2017 10:00;480.6017;384.2553;263.3183;250.4867;20.47;65.63;PR
30/04/2017 10:30;524.8203;399.2057;264.1013;259.8057;18.47;67.9;PR
30/04/2017 11:00;546.654;425.2563;275.2843;268.985;20.97;63.73;PR
30/04/2017 11:30;548.7897;431.041;270.4017;265.1533;19.53;63.3;PR
30/04/2017 12:00;543.065;443.9007;264.9307;264.609;21.0;59.77;PR
30/04/2017 12:30;581.2337;470.57;284.66;275.3777;20.57;58.67;PR
30/04/2017 13:00;596.2573;474.763;285.3103;283.7987;19.47;59.47;PR
30/04/2017 13:30;635.9603;506.866;309.9563;299.4223;18.67;63.27;PR
30/04/2017 14:00;613.8643;488.509;306.8147;296.9353;18.63;66.1;PR
30/04/2017 14:30;615.6123;488.1317;301.129;293.434;18.73;66.17;PR
30/04/2017 15:00;650.196;508.2353;310.397;301.4003;19.73;64.4;PR
30/04/2017 15:30;701.6831;546.8524;310.0521;318.5114;19.69;61.21;PR
30/04/2017 16:00;690.5953;556.7583;331.967;327.384;19.0;61.0;PR
30/04/2017 16:30;622.5703;498.3863;309.7177;299.1857;19.0;61.83;PR
30/04/2017 17:00;613.7273;485.6277;296.5157;296.5283;18.7;63.27;PR
30/04/2017 17:30;596.3547;476.0683;299.6613;293.4637;18.0;67.13;PR
30/04/2017 18:00;551.319;431.7577;272.8493;268.9897;17.33;68.73;PR
30/04/2017 18:30;523.5713;413.5053;249.1837;246.9943;17.03;70.0;PR
30/04/2017 19:00;524.8853;395.0737;239.824;244.9227;16.43;71.2;PR
30/04/2017 19:30;481.457;371.5317;217.8997;228.072;16.83;72.83;PR
30/04/2017 20:00;446.625;351.5643;213.814;217.565;16.77;72.23;PR
30/04/2017 20:30;571.4913;428.6203;273.3693;278.238;15.97;73.73;PR
30/04/2017 21:00;659.8927;513.8183;326.6123;319.1307;15.8;68.7;PR
30/04/2017 21:30;761.0387;578.974;326.21;327.8563;15.17;64.17;PR
30/04/2017 22:00;816.8303;610.9967;338.4063;354.6907;15.9;57.83;PR
30/04/2017 22:30;947.3453;730.7863;406.9387;414.1783;15.2;54.93;PR
30/04/2017 23:00;1026.8787;801.8297;457.116;427.8587;15.17;51.67;PR
30/04/2017 23:30;964.7397;758.6143;436.1723;407.6927;15.27;51.0;PR
01/05/2017 00:00;946.581;748.6833;427.4053;400.6793;15.0;50.73;PR
01/05/2017 00:30;928.1007;708.4257;391.1087;371.9307;15.0;50.1;PR
01/05/2017 01:30;779.5238;552.2431;298.2285;319.19;14.0;66.62;PR
01/05/2017 02:00;766.264;600.17;346.2977;351.4177;13.23;70.3;PR
01/05/2017 02:30;763.902;587.463;335.9203;337.504;13.0;72.0;PR
01/05/2017 03:00;738.128;584.1727;353.0613;333.637;13.0;72.0;PR
01/05/2017 03:30;752.1287;601.912;360.649;331.3103;12.8;72.2;PR
01/05/2017 04:00;711.0887;603.3693;354.3403;335.1397;12.3;72.7;PR
01/05/2017 04:30;786.915;644.83;387.6107;357.3557;12.0;72.37;PR
01/05/2017 05:00;834.992;673.4593;379.1293;363.8963;12.0;71.0;PR
01/05/2017 05:30;720.8987;579.4583;308.8933;302.201;12.0;71.0;PR
01/05/2017 06:00;632.3273;491.3677;247.8393;247.2893;12.53;70.47;PR
01/05/2017 06:30;587.098;508.43;270.944;246.6647;14.53;68.93;PR
01/05/2017 07:00;538.3237;501.331;234.9987;214.107;24.1;48.0;PR
01/05/2017 07:30;603.237;512.609;263.0297;264.269;17.63;49.17;PR
01/05/2017 08:00;631.342;531.9657;281.1463;264.956;18.33;46.4;PR
01/05/2017 08:30;541.4787;505.5163;264.9163;263.331;25.0;41.17;PR
01/05/2017 09:00;643.0147;556.461;308.6473;298.155;21.6;38.37;PR
01/05/2017 09:30;627.4743;556.697;295.1693;277.3157;19.67;44.27;PR
01/05/2017 10:00;607.139;607.6337;336.5527;271.9647;21.7;41.53;PR
01/05/2017 10:30;725.935;694.3937;382.8727;311.6367;19.83;44.07;PR
01/05/2017 11:00;697.954;685.6197;380.1973;280.1917;20.77;43.53;PR
01/05/2017 11:30;739.9697;710.4407;405.7247;295.7257;19.63;43.73;PR
01/05/2017 12:00;764.1693;728.2763;397.614;310.7117;20.83;40.67;PR
01/05/2017 12:30;731.654;729.7153;387.4163;281.666;21.13;38.83;PR
01/05/2017 13:00;780.774;737.679;397.2393;290.5687;21.0;38.57;PR
01/05/2017 13:30;818.2493;770.5243;387.4077;311.872;20.7;38.3;PR
01/05/2017 14:00;840.9353;742.5403;393.2883;337.0963;20.73;38.8;PR
01/05/2017 14:30;905.9997;769.587;412.6627;385.1603;19.27;38.97;PR
01/05/2017 15:00;898.2427;764.5133;430.6663;393.6023;18.0;40.93;PR
01/05/2017 15:30;936.01;778.8357;412.0673;397.285;18.0;41.07;PR
01/05/2017 16:00;901.9407;762.2993;411.7967;395.1647;17.93;41.0;PR
01/05/2017 16:30;891.7337;731.8467;403.2097;389.1293;17.8;41.13;PR
01/05/2017 17:00;917.5873;759.3733;414.7983;388.3523;17.07;41.0;PR
01/05/2017 17:30;891.296;721.4863;390.2;375.448;16.7;44.13;PR
01/05/2017 18:00;901.984;733.9893;389.1087;385.6853;16.0;45.47;PR
01/05/2017 18:30;841.086;676.7747;379.4847;359.9783;16.0;47.6;PR
01/05/2017 19:00;727.761;594.7127;320.649;314.0113;15.2;49.37;PR
01/05/2017 19:30;703.3727;572.796;295.8223;300.3983;15.0;51.0;PR
01/05/2017 20:00;675.2531;525.9941;261.2217;276.4407;15.0;51.66;PR
01/05/2017 20:30;564.6313;425.427;175.8907;205.2797;15.0;53.03;PR
01/05/2017 21:00;514.6117;388.9623;167.0267;191.2073;14.37;54.93;PR
01/05/2017 21:30;577.5507;450.9603;212.9677;236.7507;14.0;56.4;PR
01/05/2017 22:00;586.4167;483.771;214.619;246.395;13.43;57.3;PR
01/05/2017 22:30;624.4993;451.6393;181.7757;198.042;13.0;60.8;PR
01/05/2017 23:00;568.318;419.492;175.6433;210.699;13.0;63.53;PR
01/05/2017 23:30;530.387;388.885;143.7123;163.8053;12.5;64.63;PR
02/05/2017 00:00;436.96;314.3637;103.5603;132.4473;12.0;67.33;PR
02/05/2017 00:30;327.7117;214.482;66.0413;85.2307;12.0;69.77;PR
02/05/2017 01:30;313.6254;211.0246;70.3038;81.3285;12.0;71.0;PR
02/05/2017 02:00;319.1953;222.357;74.0913;93.0947;12.0;71.33;PR
02/05/2017 02:30;350.31;260.3773;85.9643;115.6207;12.0;72.0;PR
02/05/2017 03:00;315.6317;237.12;77.0233;102.163;12.0;71.93;PR
02/05/2017 03:30;366.1597;277.3853;109.2063;129.3837;12.0;72.0;PR
02/05/2017 04:00;426.3893;316.1897;109.997;150.2687;12.0;71.7;PR
02/05/2017 04:30;403.765;278.8203;104.115;122.9403;12.0;71.03;PR
02/05/2017 05:00;290.2257;194.2267;61.2357;76.3333;12.0;71.0;PR
02/05/2017 05:30;133.7943;81.3617;26.662;28.745;12.4;69.7;PR
02/05/2017 06:00;86.4903;47.037;20.001;19.625;14.13;68.1;PR
02/05/2017 06:30;63.1653;34.794;16.4457;15.586;16.63;62.17;PR
02/05/2017 07:00;76.7943;54.924;24.5163;22.7403;21.77;47.7;PR
02/05/2017 07:30;77.2417;64.3627;32.253;29.4217;25.33;40.8;PR
02/05/2017 08:00;149.8137;188.6927;80.722;75.2453;27.73;32.0;PR
02/05/2017 08:30;227.765;265.498;104.0413;104.7863;27.9;31.37;PR
02/05/2017 09:00;245.433;293.7807;119.666;119.3313;28.8;30.37;PR
02/05/2017 09:30;219.963;238.957;84.3733;88.8723;26.03;31.73;PR
02/05/2017 10:00;169.6593;183.5773;60.256;64.248;27.57;31.03;PR
02/05/2017 10:30;137.0667;130.3553;41.5743;45.2657;27.37;31.03;PR
02/05/2017 11:00;173.7317;164.726;61.182;62.445;24.3;33.77;PR
02/05/2017 11:30;268.736;262.6677;107.7527;116.98;25.1;33.43;PR
02/05/2017 12:00;368.3847;336.0793;133.4467;157.8003;23.87;34.43;PR
02/05/2017 12:30;456.728;437.2537;187.7797;213.205;23.83;35.27;PR
02/05/2017 13:00;586.077;523.3577;256.852;274.826;22.77;35.83;PR
02/05/2017 13:30;551.0877;489.449;249.896;274.4773;22.03;40.23;PR
02/05/2017 14:00;517.379;430.2253;232.4793;260.5563;22.17;46.4;PR
02/05/2017 14:30;483.8973;403.5927;221.3297;244.829;21.47;48.27;PR
02/05/2017 15:00;495.0193;402.9027;217.57;249.312;20.47;51.03;PR
02/05/2017 15:30;502.5453;402.9623;221.57;241.9663;19.8;54.47;PR
02/05/2017 16:00;514.8293;408.3787;216.358;246.309;19.77;55.33;PR
02/05/2017 16:30;498.7977;402.0827;225.4623;243.2167;19.73;54.2;PR
02/05/2017 17:30;465.7955;375.5517;210.7045;222.5734;19.0;56.0;PR
02/05/2017 18:00;482.0753;377.6433;195.97;224.072;19.0;59.07;PR
02/05/2017 18:30;457.614;366.4837;190.4533;200.5443;18.17;59.33;PR
02/05/2017 19:00;423.6993;342.1957;162.3933;174.3007;18.0;57.03;PR
