date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
06/04/2017 14:00;150.9816;121.9442;73.2942;122.4142;26.0;20.53;PR
29/04/2017 01:30;140.321;103.122;92.718;105.296;8.0;18.9;PR
29/04/2017 02:00;168.3417;123.9527;139.2173;160.235;8.0;20.83;PR
29/04/2017 02:30;229.383;162.468;197.0157;227.0667;8.0;20.37;PR
29/04/2017 03:00;275.3143;190.6957;220.6403;253.356;8.0;20.8;PR
29/04/2017 11:00;904.6668;614.5291;442.8327;586.0691;20.82;30.95;PR
29/04/2017 11:30;959.6173;640.119;457.8513;606.499;20.27;31.73;PR
29/04/2017 12:00;858.6677;588.3597;437.8637;569.9787;21.0;30.67;PR
29/04/2017 12:30;843.8317;573.0907;441.6143;573.5697;21.9;30.67;PR
29/04/2017 13:00;845.7013;577.602;439.334;567.4667;21.5;30.93;PR
29/04/2017 13:30;964.03;641.8103;459.4224;613.7038;19.14;26.66;PR
29/04/2017 14:00;882.2183;593.7577;444.627;573.715;19.6;25.83;PR
29/04/2017 14:30;928.151;626.0723;466.034;606.3763;18.77;23.37;PR
29/04/2017 15:00;856.3767;583.5557;451.6417;568.8307;19.2;22.07;PR
29/04/2017 15:30;883.0697;605.1513;460.385;584.117;17.27;22.07;PR
29/04/2017 16:00;815.1783;562.248;448.071;551.435;16.0;23.0;PR
29/04/2017 16:30;816.7143;557.7903;452.449;556.413;16.17;22.83;PR
29/04/2017 17:30;707.635;497.7904;431.6846;519.1112;16.0;23.0;PR
29/04/2017 18:00;730.5527;524.5827;438.4757;525.545;16.0;23.0;PR
29/04/2017 18:30;699.4853;488.6183;416.72;497.712;15.77;23.0;PR
29/04/2017 19:00;640.5393;464.458;402.484;479.132;15.0;23.0;PR
29/04/2017 19:30;604.405;441.081;389.4057;459.63;15.0;23.0;PR
29/04/2017 20:00;584.8517;430.5437;399.7963;476.0227;15.0;23.0;PR
29/04/2017 20:30;625.2683;462.6133;424.3893;503.1213;14.97;23.03;PR
29/04/2017 21:00;586.4963;435.5393;403.2507;478.3283;14.17;23.4;PR
29/04/2017 21:30;489.9563;366.008;361.1787;428.4097;14.0;22.23;PR
29/04/2017 22:00;547.8017;397.8223;404.716;480.1663;14.0;22.23;PR
29/04/2017 22:30;650.1443;488.613;438.7347;528.4627;14.0;22.33;PR
29/04/2017 23:00;599.8667;440.799;417.1173;496.5113;14.0;21.5;PR
29/04/2017 23:30;658.0123;485.3697;443.236;527.5127;13.8;21.27;PR
30/04/2017 00:00;665.6237;480.547;447.335;533.804;14.0;21.0;PR
30/04/2017 00:30;664.7269;485.4631;447.2214;534.2531;14.0;21.45;PR
30/04/2017 01:00;626.321;458.9703;435.9887;517.3413;14.0;21.0;PR
30/04/2017 01:30;552.9108;423.1815;404.4823;479.2338;14.0;21.0;PR
30/04/2017 02:00;515.576;379.2417;360.3993;432.6217;14.0;21.13;PR
30/04/2017 02:30;470.5117;342.4517;349.2157;412.701;13.13;16.5;PR
30/04/2017 03:00;433.7113;319.2383;327.182;386.8903;13.0;20.13;PR
30/04/2017 03:30;413.8277;301.456;312.1143;370.6827;13.0;15.5;PR
30/04/2017 04:00;426.922;313.8987;323.8427;382.3083;13.0;15.03;PR
30/04/2017 04:30;513.7803;363.9817;351.5823;419.72;13.0;16.67;PR
30/04/2017 05:00;562.4023;394.402;337.867;411.7007;13.93;19.93;PR
30/04/2017 05:30;547.2403;384.8143;327.4887;399.2383;14.0;16.83;PR
30/04/2017 06:00;534.4743;374.8007;330.7633;399.6957;13.27;19.97;PR
30/04/2017 06:30;544.6867;372.253;325.295;399.0647;12.7;20.9;PR
30/04/2017 07:00;559.1073;381.6767;319.1013;394.598;11.7;18.87;PR
30/04/2017 07:30;593.196;406.5017;330.251;414.083;12.03;15.87;PR
30/04/2017 08:00;498.3367;341.6513;314.2243;382.3003;11.07;17.33;PR
30/04/2017 08:30;529.7627;357.269;308.4417;385.3663;11.2;18.97;PR
30/04/2017 09:00;514.201;342.0647;304.643;392.142;17.6;15.37;PR
30/04/2017 09:30;561.3227;373.1347;314.692;413.79;17.27;15.27;PR
30/04/2017 10:00;523.855;344.8323;300.2983;387.877;18.33;15.97;PR
