date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
06/04/2017 12:00;15.5556;18.1911;5.8217;7.4289;28.0;31.0;PR
06/04/2017 12:30;16.23;18.37;7.41;8.82;28.0;31.0;PR
06/04/2017 14:00;142.785;94.156;40.664;54.62;23.5;32.3;PR
06/04/2017 14:30;246.112;207.567;83.2367;122.889;21.53;34.0;PR
06/04/2017 15:00;306.4543;288.9967;113.6487;151.5453;21.0;34.0;PR
06/04/2017 15:30;353.24;333.6563;131.5677;176.223;21.0;34.0;PR
06/04/2017 16:00;327.7727;294.6503;118.5297;137.891;20.93;34.07;PR
06/04/2017 16:30;230.8923;204.922;90.7143;99.083;19.83;35.0;PR
06/04/2017 17:00;212.3667;214.8747;93.329;100.507;19.03;35.0;PR
06/04/2017 17:30;115.878;130.7047;46.55;51.3427;18.83;35.17;PR
06/04/2017 18:00;111.3227;138.596;59.102;64.054;18.07;35.93;PR
06/04/2017 18:30;103.0753;131.357;50.711;59.3803;18.0;36.0;PR
06/04/2017 19:00;98.6367;104.7193;43.857;51.286;17.47;36.0;PR
06/04/2017 19:30;109.6673;117.781;55.978;64.214;17.0;36.0;PR
06/04/2017 20:00;196.6873;208.7323;104.7387;123.9287;16.17;36.83;PR
06/04/2017 20:30;199.3673;195.3463;84.027;95.588;15.97;37.0;PR
06/04/2017 21:00;143.661;164.2533;63.756;70.7157;15.33;37.0;PR
06/04/2017 21:30;94.0917;134.893;49.5687;59.5193;15.13;37.0;PR
06/04/2017 22:00;60.7667;94.5667;27.4907;39.7757;15.0;37.0;PR
06/04/2017 22:30;39.81;59.5177;19.7207;27.4367;14.77;37.23;PR
06/04/2017 23:00;58.4943;85.7983;37.572;57.1663;14.0;38.0;PR
06/04/2017 23:30;105.8847;134.8423;66.3563;96.9653;14.0;38.0;PR
07/04/2017 00:00;142.7837;192.62;78.571;131.7853;14.0;38.0;PR
07/04/2017 00:30;162.2223;189.7227;76.9673;109.412;14.0;38.0;PR
07/04/2017 01:00;189.8847;226.5253;100.1873;137.661;13.03;38.0;PR
07/04/2017 01:30;242.7261;296.9278;169.5778;200.7428;13.0;38.0;PR
07/04/2017 02:00;290.5357;338.7247;178.8527;213.1883;13.0;38.0;PR
07/04/2017 01:30;303.5995;311.5085;153.606;193.0715;13.0;38.0;PR
07/04/2017 02:00;286.8445;286.6064;135.9345;184.1082;13.0;38.0;PR
07/04/2017 02:30;240.154;230.6307;98.423;129.2987;12.97;38.03;PR
07/04/2017 03:00;124.2907;122.3753;31.8583;44.1513;12.73;38.27;PR
07/04/2017 03:30;49.159;56.419;16.2197;22.0293;12.13;38.87;PR
07/04/2017 04:00;48.1763;47.7073;31.872;41.1113;12.83;38.17;PR
07/04/2017 04:30;164.4607;167.3303;124.0453;161.9177;13.6;38.0;PR
07/04/2017 05:00;130.691;112.492;64.3967;80.979;13.27;38.0;PR
07/04/2017 06:30;134.721;107.558;47.626;45.916;16.5;36.5;PR
07/04/2017 07:00;69.0647;61.211;21.0743;22.1957;18.5;35.47;PR
07/04/2017 07:30;113.278;107.8807;74.5683;54.6183;20.8;34.23;PR
07/04/2017 08:00;136.3007;147.95;81.2;52.2663;23.63;33.03;PR
07/04/2017 08:30;161.019;178.498;88.1807;69.3367;25.5;32.07;PR
07/04/2017 09:00;149.061;172.4777;70.608;62.171;25.8;32.0;PR
07/04/2017 09:30;127.0797;151.5617;74.7053;81.7747;27.8;31.0;PR
07/04/2017 10:00;173.5057;160.647;72.347;67.067;28.0;31.0;PR
07/04/2017 10:30;173.7783;144.986;73.9753;84.618;26.37;31.5;PR
07/04/2017 11:00;198.2113;115.9903;70.516;129.2107;24.6;32.43;PR
07/04/2017 11:30;196.9717;77.5423;61.8233;115.805;23.9;33.0;PR
07/04/2017 12:00;257.8547;90.791;95.923;156.0157;23.73;33.0;PR
07/04/2017 12:30;360.8793;146.764;158.0427;243.0377;23.27;33.0;PR
07/04/2017 13:00;374.5673;160.4237;145.137;212.6307;24.13;32.8;PR
07/04/2017 13:30;449.719;211.2133;184.8777;247.1157;24.53;32.6;PR
07/04/2017 14:00;435.3843;215.8133;191.984;265.616;21.83;33.7;PR
07/04/2017 14:30;461.647;260.1117;225.7287;352.452;20.1;34.9;PR
07/04/2017 15:00;521.3417;272.2007;247.107;380.2083;19.27;35.0;PR
07/04/2017 15:30;542.6663;301.3397;255.5147;402.3103;18.53;35.47;PR
07/04/2017 16:00;467.787;310.651;249.3503;353.2193;18.5;35.5;PR
07/04/2017 16:30;462.8367;300.447;247.384;335.3373;18.07;35.93;PR
07/04/2017 17:00;390.341;285.339;222.0487;296.639;18.0;36.0;PR
07/04/2017 17:30;348.6333;245.4413;191.557;253.0273;18.0;36.0;PR
07/04/2017 18:00;318.6097;213.8937;166.067;225.2373;17.27;36.0;PR
07/04/2017 18:30;248.2337;183.2947;142.372;179.8403;16.37;36.63;PR
07/04/2017 19:00;168.4183;134.83;104.1927;130.7433;15.37;37.0;PR
