date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
07/04/2017 01:30;97.9318;62.36;158.4494;37.0424;13.59;59.71;PR
07/04/2017 02:00;105.9953;65.0953;162.0347;37.262;13.33;59.67;PR
07/04/2017 02:30;103.0363;59.0225;145.6275;30.345;13.0;58.25;PR
07/04/2017 03:00;104.514;60.594;145.207;29.9577;13.0;58.37;PR
07/04/2017 03:30;84.0523;55.4147;94.4537;21.9683;13.0;56.97;PR
07/04/2017 04:00;44.6337;44.4433;25.8677;14.2447;13.0;59.33;PR
07/04/2017 04:30;26.0937;38.7177;13.0663;11.9353;12.8;59.77;PR
07/04/2017 05:00;31.2527;41.3437;29.4313;17.897;12.87;59.93;PR
07/04/2017 05:30;81.66;62.9147;97.6253;29.5543;12.63;53.6;PR
07/04/2017 06:00;56.3443;54.166;50.8047;23.653;12.87;53.33;PR
07/04/2017 06:30;55.6727;50.9723;50.7797;20.0993;13.6;51.0;PR
07/04/2017 07:00;31.1103;38.7557;17.8247;13.1253;17.3;47.83;PR
07/04/2017 07:30;42.3823;38.1597;47.1317;18.0827;22.07;43.27;PR
07/04/2017 08:00;35.9843;32.1963;50.1003;13.6683;31.23;29.6;PR
07/04/2017 08:30;40.0997;32.075;60.0057;17.6233;33.13;26.17;PR
07/04/2017 09:00;37.7023;29.8353;44.4587;15.777;34.1;25.0;PR
07/04/2017 09:30;44.9767;32.352;59.6583;15.64;29.83;27.6;PR
07/04/2017 10:00;51.276;37.4043;67.171;16.948;29.8;27.93;PR
07/04/2017 10:30;65.414;44.8883;75.52;30.554;27.9;28.87;PR
07/04/2017 11:00;99.328;67.6557;87.3097;63.64;26.33;29.53;PR
07/04/2017 11:30;90.9067;68.303;69.7747;67.5037;25.2;30.17;PR
07/04/2017 12:00;99.466;82.2503;96.2693;91.296;24.03;30.97;PR
07/04/2017 12:30;142.8907;107.5313;159.299;147.156;24.0;31.23;PR
07/04/2017 13:00;141.836;104.7653;133.816;128.259;24.0;31.93;PR
07/04/2017 13:30;152.1757;118.3907;156.7693;138.2267;24.03;31.83;PR
07/04/2017 14:00;197.917;140.9673;191.1577;176.0537;21.77;33.53;PR
07/04/2017 14:30;218.7567;155.666;211.043;181.1673;20.67;39.77;PR
07/04/2017 15:00;235.9957;170.004;224.9647;203.1083;19.77;42.5;PR
07/04/2017 15:30;254.099;187.1707;240.2573;216.9097;19.03;43.0;PR
07/04/2017 16:00;228.555;168.1633;216.1437;174.595;19.0;43.03;PR
07/04/2017 16:30;202.0238;156.3279;206.7931;148.8521;18.97;44.0;PR
07/04/2017 17:00;186.0243;140.31;182.602;119.3987;18.2;44.8;PR
07/04/2017 17:30;157.817;124.189;154.205;89.76;18.0;45.0;PR
07/04/2017 18:00;135.5223;115.605;128.8017;87.6057;18.0;45.07;PR
07/04/2017 18:30;108.9193;95.2677;100.422;54.197;16.97;45.97;PR
07/04/2017 19:00;86.62;77.733;73.5367;34.6877;16.0;47.3;PR
07/04/2017 19:30;67.0117;65.462;48.9883;27.684;15.37;48.27;PR
07/04/2017 20:00;72.8787;66.6113;69.3663;36.6247;15.0;49.67;PR
07/04/2017 20:30;111.907;84.6157;131.8563;62.7623;15.0;51.17;PR
07/04/2017 21:00;142.1873;93.3573;158.1237;77.0033;15.0;53.2;PR
07/04/2017 21:30;96.1007;70.6397;76.8733;36.551;14.33;55.63;PR
07/04/2017 22:00;92.993;72.3207;87.6417;40.4657;14.0;59.8;PR
07/04/2017 22:30;91.9293;71.198;70.0513;34.4687;14.0;62.3;PR
07/04/2017 23:00;78.4527;65.9163;50.408;35.898;14.0;65.77;PR
07/04/2017 23:30;81.3447;66.7567;56.21;39.2667;13.6;66.83;PR
08/04/2017 00:00;65.9173;60.06;40.2057;27.2073;13.33;67.0;PR
08/04/2017 00:30;47.637;51.186;22.9987;20.2143;13.0;67.0;PR
08/04/2017 01:30;22.5318;38.0435;11.4218;14.3035;13.0;68.12;PR
08/04/2017 02:00;20.4983;35.717;10.6643;13.6537;13.0;68.97;PR
08/04/2017 02:30;19.0317;33.3447;9.92;13.2187;13.0;69.0;PR
08/04/2017 03:00;18.6687;32.216;9.8903;13.378;13.0;69.0;PR
08/04/2017 03:30;19.0087;32.3543;10.1183;13.6953;13.0;69.0;PR
08/04/2017 04:00;19.4777;32.6373;10.2593;13.8617;13.0;69.0;PR
08/04/2017 04:30;18.8537;31.9457;9.8047;13.45;13.0;69.93;PR
08/04/2017 05:00;18.1037;31.1437;9.4073;13.1077;12.9;70.03;PR
08/04/2017 05:30;17.9193;30.8497;9.363;13.111;12.9;69.13;PR
08/04/2017 06:00;19.3177;31.885;10.14;13.921;12.63;67.93;PR
08/04/2017 06:30;18.2197;28.8623;9.4057;12.601;13.3;63.6;PR
08/04/2017 07:00;17.117;26.057;9.2303;11.83;17.13;53.83;PR
08/04/2017 07:30;21.306;27.0617;12.3517;13.879;23.23;44.37;PR
08/04/2017 08:00;19.6555;23.7703;12.179;11.8576;31.72;29.24;PR
08/04/2017 08:30;35.6147;32.938;40.635;29.497;34.8;25.17;PR
08/04/2017 09:00;86.9487;60.186;84.294;75.08;31.67;26.67;PR
08/04/2017 09:30;174.328;108.131;167.884;161.5923;26.6;29.2;PR
08/04/2017 10:00;106.929;72.5603;98.1593;68.7133;28.2;28.63;PR
08/04/2017 10:30;114.2793;83.2947;118.1747;100.3583;27.13;29.27;PR
08/04/2017 11:00;197.0843;142.7987;176.6973;167.892;27.1;29.7;PR
08/04/2017 11:30;253.9857;176.245;215.6247;203.468;26.9;29.77;PR
08/04/2017 12:00;247.7683;200.603;241.082;238.5957;26.87;29.13;PR
08/04/2017 12:30;209.2223;182.301;231.406;183.9757;27.27;29.17;PR
08/04/2017 13:00;285.2843;224.054;255.9563;296.3003;26.63;29.6;PR
08/04/2017 13:30;254.4467;206.6927;218.5083;240.372;26.57;30.17;PR
08/04/2017 14:00;277.882;229.068;250.9773;264.252;24.77;31.53;PR
08/04/2017 14:30;367.9717;301.5027;294.648;357.8077;23.33;32.5;PR
08/04/2017 15:00;347.9353;286.8487;282.0877;296.704;22.63;33.37;PR
08/04/2017 15:30;414.9503;354.5867;325.7397;385.7247;21.47;34.13;PR
08/04/2017 16:00;405.5343;344.9473;315.2743;341.679;21.0;34.23;PR
08/04/2017 16:30;456.377;406.6507;350.6533;428.239;21.0;34.0;PR
08/04/2017 17:00;381.9843;323.5603;294.205;297.421;20.27;36.07;PR
08/04/2017 17:30;356.3863;312.2663;293.7637;289.1313;19.37;37.9;PR
08/04/2017 18:00;354.6897;301.8407;267.912;274.0337;18.6;39.5;PR
08/04/2017 18:30;285.005;228.169;214.0393;201.36;17.7;43.37;PR
08/04/2017 19:00;249.014;196.4237;189.777;174.8983;16.7;45.5;PR
08/04/2017 19:30;207.011;157.6023;155.0893;142.591;16.0;46.77;PR
08/04/2017 20:00;165.3723;132.359;100.891;94.7747;15.73;47.0;PR
08/04/2017 20:30;77.8177;81.779;24.393;26.2323;15.0;47.63;PR
08/04/2017 21:00;32.398;60.0377;13.6927;18.135;15.0;48.0;PR
08/04/2017 21:30;26.7933;53.481;13.3087;18.187;15.0;47.7;PR
08/04/2017 22:00;31.6563;56.123;17.519;24.4343;15.0;46.97;PR
08/04/2017 22:30;47.191;64.447;25.8347;39.0397;14.8;46.93;PR
08/04/2017 23:00;67.6097;75.1853;38.2877;55.123;14.0;47.03;PR
08/04/2017 23:30;53.76;65.9267;19.4203;28.5247;14.0;47.0;PR
09/04/2017 00:00;53.2453;65.5103;25.8983;38.0883;14.0;47.0;PR
09/04/2017 00:30;63.5903;71.914;33.551;44.7457;13.3;45.93;PR
09/04/2017 01:30;99.7788;93.7875;58.3469;78.9725;13.0;46.0;PR
09/04/2017 02:00;149.3633;127.7947;107.7887;145.489;13.0;46.23;PR
09/04/2017 02:30;187.7673;158.6857;115.4213;155.598;13.0;46.83;PR
09/04/2017 03:00;203.4863;172.1157;119.4363;164.0347;13.0;47.0;PR
09/04/2017 03:30;193.0933;160.3207;112.1607;153.0813;12.9;46.6;PR
09/04/2017 04:00;120.453;110.3493;42.5003;60.2227;12.9;45.97;PR
09/04/2017 04:30;49.1807;70.9337;14.5623;21.1413;12.8;46.9;PR
09/04/2017 05:00;28.188;57.369;11.9303;17.7417;12.83;47.93;PR
09/04/2017 05:30;25.8113;53.4343;12.1897;18.3417;11.6;48.97;PR
09/04/2017 06:00;25.4207;48.895;12.736;19.0667;12.43;49.37;PR
09/04/2017 06:30;25.5397;43.8487;13.139;18.7727;12.53;46.47;PR
09/04/2017 07:00;27.8787;42.4007;15.4547;21.852;16.27;39.97;PR
09/04/2017 07:30;62.2353;56.399;58.07;75.2653;20.43;36.13;PR
09/04/2017 08:00;78.2177;63.1357;78.418;79.583;29.1;28.93;PR
09/04/2017 08:30;114.6947;81.283;114.7783;138.3203;29.8;27.9;PR
09/04/2017 09:00;109.1873;72.8543;133.7307;94.2273;31.63;26.53;PR
09/04/2017 09:30;151.1277;103.9243;161.9867;178.8773;26.23;29.73;PR
09/04/2017 10:00;170.4403;126.0217;151.515;213.203;26.73;29.4;PR
09/04/2017 10:30;203.945;153.2563;196.1357;250.5487;25.6;31.13;PR
09/04/2017 11:00;232.6357;182.1693;214.3393;265.8787;25.67;34.6;PR
09/04/2017 11:30;265.0457;209.404;240.4067;301.4237;25.63;33.63;PR
09/04/2017 12:00;276.337;248.9473;246.9113;331.4663;25.4;33.23;PR
09/04/2017 12:30;236.5727;217.172;237.431;280.809;26.0;33.0;PR
09/04/2017 13:00;247.301;225.771;237.1647;319.0203;25.87;32.7;PR
09/04/2017 13:30;299.007;286.461;251.556;393.5183;24.43;34.63;PR
09/04/2017 14:00;351.0447;311.2647;286.5503;403.552;22.73;37.57;PR
09/04/2017 14:30;367.964;336.4893;295.7593;425.4797;21.73;40.57;PR
09/04/2017 15:00;367.9817;338.832;287.3297;392.201;21.0;41.47;PR
09/04/2017 15:30;379.8097;359.0007;297.6573;428.5683;21.0;41.0;PR
09/04/2017 16:00;390.2943;370.349;311.563;442.4147;21.0;41.0;PR
09/04/2017 16:30;355.272;333.8337;284.5227;369.9967;21.0;41.0;PR
09/04/2017 17:00;368.259;355.8987;294.4003;415.408;20.3;41.73;PR
09/04/2017 17:30;375.3493;364.6837;288.859;409.88;19.63;42.23;PR
09/04/2017 18:00;324.8343;302.2337;246.024;324.4963;18.53;42.97;PR
09/04/2017 18:30;287.4133;254.351;215.1443;290.6073;17.63;46.27;PR
09/04/2017 19:00;242.4317;210.805;185.8937;248.587;16.87;50.93;PR
09/04/2017 19:30;177.8223;148.8873;130.9347;160.8527;16.0;55.4;PR
09/04/2017 20:00;114.974;102.203;69.3907;87.4853;16.0;57.7;PR
09/04/2017 20:30;55.9103;73.2224;23.0224;31.0834;15.45;57.72;PR
09/04/2017 21:00;29.671;54.9593;13.295;19.015;15.0;58.47;PR
09/04/2017 21:30;25.4747;50.3613;13.311;19.973;15.0;59.23;PR
09/04/2017 22:00;28.8657;52.9813;15.6323;24.032;15.0;53.67;PR
09/04/2017 22:30;33.501;55.8573;18.8803;31.79;15.0;53.0;PR
09/04/2017 23:00;68.03;81.433;48.221;104.8313;14.23;52.27;PR
09/04/2017 23:30;96.777;97.7433;55.9023;108.2583;14.0;52.0;PR
10/04/2017 00:00;84.444;86.0723;33.9533;64.293;14.0;52.0;PR
10/04/2017 00:30;75.228;81.6653;27.8283;51.083;14.0;52.0;PR
10/04/2017 01:30;106.1347;106.51;78.8759;124.46;14.0;51.06;PR
10/04/2017 02:00;141.973;123.9963;130.2797;207.0953;13.9;50.77;PR
10/04/2017 02:30;297.2647;255.462;254.492;379.937;14.23;48.33;PR
10/04/2017 03:00;341.6613;286.0583;259.2947;372.0907;14.13;42.63;PR
10/04/2017 03:30;254.4247;207.851;194.9693;264.1477;13.73;45.9;PR
10/04/2017 04:00;192.9097;173.7977;99.0527;148.2883;13.47;47.2;PR
10/04/2017 04:30;179.0887;174.729;103.0503;167.045;12.73;48.53;PR
10/04/2017 05:00;155.4793;157.7347;84.1223;138.5603;12.6;48.73;PR
10/04/2017 05:30;104.47;115.3183;38.7093;55.1963;12.47;48.4;PR
10/04/2017 06:00;62.2083;96.5507;26.7957;44.427;12.93;47.73;PR
10/04/2017 06:30;69.0107;97.9947;52.2723;90.9003;14.27;44.2;PR
10/04/2017 07:00;54.7253;70.656;31.833;41.7547;19.37;40.53;PR
10/04/2017 07:30;90.7569;83.0093;102.951;99.04;23.83;37.14;PR
10/04/2017 08:00;76.6107;65.1003;81.0903;61.8253;31.97;27.2;PR
10/04/2017 08:30;84.605;65.69;112.8347;68.9803;34.93;25.03;PR
10/04/2017 09:00;84.494;69.5743;79.1887;86.5237;31.27;26.67;PR
10/04/2017 09:30;59.1567;57.058;36.375;45.7853;26.33;29.67;PR
10/04/2017 10:00;48.3007;56.9103;37.1367;58.0673;27.6;29.03;PR
10/04/2017 10:30;63.9643;63.6913;64.7303;100.6813;26.67;30.37;PR
10/04/2017 11:00;134.884;116.2857;133.641;213.5437;26.5;31.47;PR
10/04/2017 11:30;169.9273;145.5277;122.4267;220.263;26.33;31.6;PR
10/04/2017 12:00;167.1473;173.42;168.2553;235.1767;26.87;31.1;PR
10/04/2017 12:30;205.9567;205.85;210.0527;261.3303;27.07;31.17;PR
10/04/2017 13:00;247.4277;235.091;235.567;325.7197;26.5;31.5;PR
10/04/2017 13:30;199.7847;194.1787;175.916;264.5113;26.57;31.5;PR
10/04/2017 14:00;214.443;217.752;195.6403;272.8887;24.87;32.4;PR
10/04/2017 14:30;211.239;213.564;150.173;244.8247;23.1;33.6;PR
10/04/2017 15:00;216.6513;233.0813;175.9783;264.266;22.57;34.87;PR
10/04/2017 15:30;193.5243;197.311;127.177;212.3493;22.0;36.03;PR
10/04/2017 16:00;181.2337;188.7277;107.0693;191.558;22.0;36.2;PR
