date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
28/04/2017 14:30;914.3564;384.3444;492.8292;200.4032;17.68;20.88;PR
28/04/2017 15:00;1144.8213;478.0233;567.2433;231.57;13.57;23.6;PR
28/04/2017 15:30;1312.5497;591.5523;597.0807;272.7057;13.0;24.0;PR
28/04/2017 16:00;1443.5247;677.1457;614.0477;281.9227;12.17;24.83;PR
28/04/2017 16:30;1459.9547;683.4333;628.006;296.1463;12.0;25.0;PR
28/04/2017 17:00;1418.7893;666.6077;627.8617;310.223;12.0;25.0;PR
28/04/2017 17:30;1449.496;653.6877;634.1763;318.948;11.5;25.0;PR
28/04/2017 18:00;1377.6043;591.2913;584.1087;266.975;11.0;25.0;PR
28/04/2017 18:30;1552.9237;571.9393;590.394;270.52;10.97;25.97;PR
28/04/2017 19:00;1269.0657;438.0297;455.9407;199.977;10.0;35.67;PR
28/04/2017 19:30;1298.206;412.061;460.125;201.3277;10.0;41.1;PR
28/04/2017 20:00;1047.9133;319.4303;368.8987;167.4587;9.97;47.4;PR
28/04/2017 20:30;644.2913;188.127;220.2447;80.369;9.07;48.4;PR
28/04/2017 21:00;145.64;65.052;35.4953;17.2747;8.0;49.0;PR
28/04/2017 21:30;114.993;47.1763;37.3173;18.2037;7.77;50.47;PR
28/04/2017 22:00;129.8313;48.3303;68.1987;22.6733;7.0;51.2;PR
28/04/2017 22:30;319.2067;60.3703;184.377;44.6227;7.0;52.0;PR
28/04/2017 23:00;287.377;52.7043;178.924;36.8537;7.0;52.0;PR
28/04/2017 23:30;648.3493;95.5093;315.7503;86.348;7.0;53.0;PR
29/04/2017 00:00;895.695;135.6863;395.418;124.5683;7.0;55.27;PR
29/04/2017 00:30;532.6253;72.877;325.651;71.9383;7.0;54.13;PR
29/04/2017 01:30;206.1025;56.3888;88.5444;24.5013;6.19;58.06;PR
29/04/2017 02:00;275.329;56.0677;146.3147;33.78;6.0;58.4;PR
29/04/2017 02:30;358.226;57.3843;207.07;42.8887;6.0;61.13;PR
29/04/2017 03:00;499.5277;63.0423;237.51;59.8897;6.27;64.03;PR
29/04/2017 03:30;824.8623;94.2227;370.8627;115.514;6.13;67.17;PR
29/04/2017 04:00;810.0176;85.5203;378.7583;110.9045;6.66;67.83;PR
29/04/2017 04:30;732.203;123.479;345.7513;113.798;6.8;69.33;PR
29/04/2017 05:00;598.308;105.5807;247.0427;73.8373;6.17;71.13;PR
29/04/2017 05:30;264.218;69.1913;78.337;26.4337;6.83;71.5;PR
29/04/2017 06:00;160.9023;58.0743;51.9073;22.1343;8.9;69.0;PR
29/04/2017 06:30;104.575;50.1923;36.146;17.8873;13.4;57.4;PR
29/04/2017 07:00;133.3927;58.29;52.8093;22.4283;18.5;36.73;PR
29/04/2017 07:30;188.0777;70.4963;80.8623;31.6537;16.13;37.03;PR
29/04/2017 08:00;367.0543;109.1473;198.6907;67.831;19.6;31.87;PR
29/04/2017 08:30;903.1117;313.878;422.175;179.3043;20.4;21.1;PR
29/04/2017 09:00;997.0607;418.652;443.737;197.654;20.77;20.37;PR
29/04/2017 09:30;1100.3487;512.1113;476.167;226.298;21.67;19.87;PR
29/04/2017 10:00;1037.185;518.6487;492.8287;240.155;21.43;20.03;PR
29/04/2017 10:30;1208.214;588.4097;529.1497;250.925;17.2;22.07;PR
29/04/2017 11:00;1280.7317;616.4087;524.2127;249.3797;17.1;22.0;PR
29/04/2017 11:30;1412.3337;670.9313;560.0003;267.473;16.6;22.4;PR
29/04/2017 12:00;1338.2783;679.8633;543.4723;283.3263;17.33;24.7;PR
29/04/2017 12:30;1319.6987;676.194;556.2607;292.1593;18.43;23.07;PR
29/04/2017 13:00;1347.0207;670.294;556.0173;300.2927;19.17;21.0;PR
29/04/2017 13:30;1528.0697;717.556;579.4917;287.436;16.5;28.83;PR
29/04/2017 14:00;1421.0193;670.221;578.022;294.6353;16.8;32.83;PR
29/04/2017 14:30;1517.0463;712.9607;597.291;296.67;16.1;35.37;PR
29/04/2017 15:00;1413.224;686.2613;595.0077;304.7257;16.23;35.0;PR
29/04/2017 15:30;1518.3323;713.285;611.1713;311.317;13.67;43.03;PR
29/04/2017 16:00;1429.3497;664.6923;598.1697;311.698;13.0;47.33;PR
29/04/2017 16:30;1439.9233;651.0547;609.9753;315.479;13.0;46.93;PR
29/04/2017 17:30;1267.4854;580.7773;577.8604;295.3769;12.23;47.77;PR
29/04/2017 18:00;1329.2003;606.1593;584.479;302.623;12.9;45.97;PR
29/04/2017 18:30;1279.8257;545.6917;554.053;278.114;12.33;45.67;PR
29/04/2017 19:00;1222.0633;501.9507;541.3807;264.327;12.0;47.3;PR
29/04/2017 19:30;1350.8873;471.9127;521.211;256.0077;12.0;48.37;PR
29/04/2017 20:00;1045.562;523.2323;539.786;271.6557;11.87;50.0;PR
