date;s1_o3;s2_o3;s3_o3;s4_o3;s_temp;s_rh;location 
06/04/2017 14:00;317.3441;170.5165;119.7688;69.6159;27.18;32.47;PR
06/04/2017 14:30;561.3227;420.0543;226.9977;112.896;22.1;35.67;PR
06/04/2017 15:00;684.7293;540.8753;254.0663;136.3613;21.0;37.0;PR
06/04/2017 15:30;757.5403;601.1657;297.8143;158.493;21.0;37.0;PR
06/04/2017 16:00;649.7737;550.312;225.1173;115.637;20.57;37.77;PR
06/04/2017 16:30;494.1747;411.8183;149.3543;77.5433;19.67;40.2;PR
06/04/2017 17:00;527.3657;373.2137;160.0733;77.1853;19.0;43.7;PR
06/04/2017 17:30;358.6833;206.6287;95.0473;38.7653;18.67;45.47;PR
06/04/2017 18:00;410.572;207.8557;111.8273;50.8637;18.0;48.57;PR
06/04/2017 18:30;384.1843;185.794;106.4283;42.3637;17.4;50.33;PR
06/04/2017 19:00;300.5797;179.0283;84.2143;35.537;17.0;51.87;PR
06/04/2017 19:30;371.048;195.8667;110.915;49.3857;16.07;55.1;PR
06/04/2017 20:00;581.3647;304.3737;207.3677;100.299;16.0;59.87;PR
06/04/2017 20:30;546.37;266.434;190.107;81.1767;15.57;66.13;PR
06/04/2017 21:00;466.1337;179.4623;160.8653;60.8373;15.0;68.43;PR
06/04/2017 21:30;408.7707;163.2259;130.7731;49.4497;15.0;68.72;PR
06/04/2017 22:00;290.9873;105.213;80.9237;30.239;15.0;68.47;PR
06/04/2017 22:30;175.5553;79.1407;43.53;20.6497;14.1;67.5;PR
06/04/2017 23:00;377.777;79.3187;101.121;40.8293;14.0;60.67;PR
06/04/2017 23:30;543.9827;87.2127;178.518;73.3953;14.0;57.13;PR
07/04/2017 00:00;668.486;109.747;225.0867;93.4187;13.2;57.0;PR
07/04/2017 00:30;612.2443;150.572;211.2357;87.294;13.1;57.0;PR
07/04/2017 01:30;803.2782;314.2806;299.9082;166.5576;13.0;57.0;PR
07/04/2017 02:00;840.3927;399.5503;325.2617;178.8083;13.0;57.13;PR
